Order_ID,Orde_Date,Customer_Name,Profit,Profit_Ratio,Quantity,Sales,Category,Segment,Region,Sub_Category,,,
CA-2011-129574,5/26/2013,Dean Percer,$23 ,48%,5,$48.00 ,Office Supplies,Home Office,West,Paper,,,
CA-2011-144029,5/26/2013,Michelle Moray,$8 ,8%,3,$103.00 ,Office Supplies,Consumer,Central,Storage,,,
CA-2011-144029,5/26/2013,Michelle Moray,($5),-1%,2,$360.00 ,Furniture,Consumer,Central,Chairs,,,
CA-2011-144029,5/26/2013,Michelle Moray,$3 ,24%,3,$13.00 ,Office Supplies,Consumer,Central,Art,,,
CA-2011-124429,5/27/2013,Maya Herman,($28),-5%,10,$567.00 ,Furniture,Corporate,West,Tables,,,
CA-2011-124429,5/27/2013,Maya Herman,$7 ,2%,4,$359.00 ,Office Supplies,Corporate,West,Storage,,,
CA-2011-139192,5/27/2013,Lena Creighton,$125 ,11%,12,"$1,114.00 ",Technology,Consumer,West,Phones,,,
CA-2011-139192,5/27/2013,Lena Creighton,$38 ,38%,1,$100.00 ,Technology,Consumer,West,Accessories,,,
US-2011-117058,5/27/2013,Laurel Elliston,($31),-175%,6,$17.00 ,Office Supplies,Consumer,Central,Binders,,,
CA-2011-135993,5/28/2013,Patrick Jones,$6 ,10%,6,$57.00 ,Technology,Corporate,West,Phones,,,
CA-2011-135993,5/28/2013,Patrick Jones,$2 ,8%,4,$28.00 ,Technology,Corporate,West,Accessories,,,
CA-2011-108861,5/28/2013,Magdelene Morse,$51 ,38%,4,$137.00 ,Office Supplies,Consumer,West,Binders,,,
CA-2011-146885,5/30/2013,Ellis Ballard,$6 ,45%,3,$14.00 ,Office Supplies,Corporate,South,Paper,,,
CA-2011-145800,5/30/2013,Shahid Shariari,($185),-52%,3,$355.00 ,Furniture,Consumer,Central,Tables,,,
CA-2011-105872,5/30/2013,James Galang,$26 ,38%,4,$70.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-103429,5/30/2013,Laurel Workman,$9 ,35%,2,$26.00 ,Office Supplies,Corporate,East,Binders,,,
CA-2011-103429,5/30/2013,Laurel Workman,$135 ,29%,5,$464.00 ,Technology,Corporate,East,Phones,,,
CA-2011-103429,5/30/2013,Laurel Workman,$78 ,33%,3,$236.00 ,Office Supplies,Corporate,East,Appliances,,,
CA-2011-103429,5/30/2013,Laurel Workman,$18 ,45%,4,$40.00 ,Office Supplies,Corporate,East,Paper,,,
CA-2011-140473,5/30/2013,Mark Cousins,$135 ,19%,3,$720.00 ,Technology,Corporate,Central,Copiers,,,
CA-2011-166051,5/31/2013,Jim Karlsson,$198 ,30%,3,$660.00 ,Technology,Consumer,South,Phones,,,
CA-2011-166051,5/31/2013,Jim Karlsson,$33 ,29%,3,$114.00 ,Technology,Consumer,South,Phones,,,
CA-2011-131926,6/1/2013,Dianna Wilson,$581 ,29%,7,"$2,002.00 ",Furniture,Home Office,Central,Chairs,,,
CA-2011-131926,6/1/2013,Dianna Wilson,$42 ,25%,2,$167.00 ,Office Supplies,Home Office,Central,Storage,,,
CA-2011-131926,6/1/2013,Dianna Wilson,$24 ,50%,6,$48.00 ,Office Supplies,Home Office,Central,Paper,,,
CA-2011-131926,6/1/2013,Dianna Wilson,$496 ,33%,5,"$1,503.00 ",Office Supplies,Home Office,Central,Appliances,,,
CA-2011-131926,6/1/2013,Dianna Wilson,$12 ,48%,4,$26.00 ,Office Supplies,Home Office,Central,Paper,,,
CA-2011-111003,6/1/2013,Corey Roper,$21 ,46%,3,$45.00 ,Office Supplies,Home Office,East,Binders,,,
CA-2011-111003,6/1/2013,Corey Roper,$84 ,29%,6,$289.00 ,Office Supplies,Home Office,East,Art,,,
US-2011-165659,6/1/2013,Liz Thompson,$9 ,41%,6,$22.00 ,Furniture,Consumer,South,Furnishings,,,
US-2011-165659,6/1/2013,Liz Thompson,$229 ,26%,7,$882.00 ,Technology,Consumer,South,Phones,,,
US-2011-157070,6/1/2013,Quincy Jones,$67 ,48%,4,$139.00 ,Office Supplies,Corporate,Central,Binders,,,
US-2011-157070,6/1/2013,Quincy Jones,$12 ,19%,5,$66.00 ,Office Supplies,Corporate,Central,Appliances,,,
CA-2011-104472,6/2/2013,Christine Kargatis,$19 ,33%,3,$60.00 ,Office Supplies,Home Office,West,Binders,,,
CA-2011-104472,6/2/2013,Christine Kargatis,$22 ,30%,6,$73.00 ,Furniture,Home Office,West,Furnishings,,,
CA-2011-100895,6/2/2013,Stewart Visinsky,$3 ,31%,2,$9.00 ,Office Supplies,Consumer,South,Art,,,
CA-2011-100895,6/2/2013,Stewart Visinsky,$67 ,28%,3,$240.00 ,Technology,Consumer,South,Phones,,,
CA-2011-100895,6/2/2013,Stewart Visinsky,$107 ,30%,2,$357.00 ,Office Supplies,Consumer,South,Storage,,,
CA-2011-135657,6/3/2013,Steven Cartwright,$113 ,22%,6,$516.00 ,Furniture,Consumer,West,Tables,,,
CA-2011-141299,6/3/2013,Ross Baird,$7 ,49%,2,$15.00 ,Office Supplies,Home Office,Central,Envelopes,,,
CA-2011-163867,6/3/2013,Richard Eichhorn,$5 ,33%,4,$16.00 ,Office Supplies,Consumer,Central,Labels,,,
CA-2011-163867,6/3/2013,Richard Eichhorn,($40),-65%,7,$62.00 ,Furniture,Consumer,Central,Furnishings,,,
CA-2011-163867,6/3/2013,Richard Eichhorn,$10 ,8%,3,$133.00 ,Office Supplies,Consumer,Central,Storage,,,
CA-2011-147914,6/4/2013,Mark Packer,$6 ,36%,2,$16.00 ,Office Supplies,Home Office,East,Paper,,,
CA-2011-151946,6/4/2013,Bobby Trafton,$21 ,37%,2,$57.00 ,Furniture,Consumer,East,Furnishings,,,
CA-2011-151946,6/4/2013,Bobby Trafton,$4 ,26%,4,$16.00 ,Office Supplies,Consumer,East,Appliances,,,
CA-2011-151946,6/4/2013,Bobby Trafton,($44),-13%,2,$354.00 ,Furniture,Consumer,East,Bookcases,,,
CA-2011-151946,6/4/2013,Bobby Trafton,$7 ,48%,2,$14.00 ,Furniture,Consumer,East,Furnishings,,,
CA-2011-133270,6/6/2013,Bryan Mills,$5 ,37%,2,$13.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-159520,6/6/2013,Grant Thornton,$50 ,34%,9,$150.00 ,Office Supplies,Corporate,East,Binders,,,
CA-2011-159520,6/6/2013,Grant Thornton,$4 ,26%,2,$17.00 ,Office Supplies,Corporate,East,Supplies,,,
CA-2011-159520,6/6/2013,Grant Thornton,($347),-35%,3,$992.00 ,Furniture,Corporate,East,Tables,,,
US-2011-161305,6/6/2013,Sarah Bern,($38),-155%,3,$25.00 ,Office Supplies,Consumer,Central,Binders,,,
US-2011-161305,6/6/2013,Sarah Bern,$5 ,34%,2,$14.00 ,Office Supplies,Consumer,Central,Envelopes,,,
CA-2011-151897,6/6/2013,Valerie Takahito,$34 ,34%,10,$100.00 ,Office Supplies,Home Office,Central,Labels,,,
CA-2011-169257,6/6/2013,Stewart Visinsky,($1),-67%,1,$1.00 ,Office Supplies,Consumer,South,Binders,,,
CA-2011-169257,6/6/2013,Stewart Visinsky,$22 ,36%,2,$62.00 ,Office Supplies,Consumer,South,Paper,,,
US-2011-134971,6/7/2013,Bart Pistole,($21),-165%,3,$12.00 ,Office Supplies,Corporate,Central,Binders,,,
CA-2011-106229,6/7/2013,Nick Radford,($210),-78%,3,$269.00 ,Furniture,Consumer,Central,Tables,,,
US-2011-141257,6/8/2013,Carlos Soltero,$73 ,13%,3,$586.00 ,Furniture,Consumer,West,Chairs,,,
US-2011-109162,6/8/2013,Katrina Edelman,$11 ,6%,3,$170.00 ,Furniture,Corporate,South,Chairs,,,
CA-2011-108147,6/8/2013,Rick Duston,$26 ,38%,2,$68.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-108147,6/8/2013,Rick Duston,$84 ,5%,6,"$1,677.00 ",Office Supplies,Consumer,East,Storage,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$14 ,29%,7,$49.00 ,Furniture,Consumer,West,Furnishings,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$2 ,27%,4,$7.00 ,Office Supplies,Consumer,West,Art,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$91 ,10%,6,$907.00 ,Technology,Consumer,West,Phones,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$6 ,31%,3,$19.00 ,Office Supplies,Consumer,West,Binders,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$34 ,30%,5,$115.00 ,Office Supplies,Consumer,West,Appliances,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$85 ,5%,9,"$1,706.00 ",Furniture,Consumer,West,Tables,,,
CA-2011-115812,6/9/2013,Brosina Hoffman,$68 ,8%,4,$911.00 ,Technology,Consumer,West,Phones,,,
CA-2011-133753,6/9/2013,Carl Weiss,$1 ,8%,1,$8.00 ,Technology,Home Office,Central,Phones,,,
CA-2011-133753,6/9/2013,Carl Weiss,$10 ,16%,2,$64.00 ,Technology,Home Office,Central,Accessories,,,
CA-2011-133753,6/9/2013,Carl Weiss,$6 ,9%,2,$70.00 ,Office Supplies,Home Office,Central,Art,,,
CA-2011-133851,6/9/2013,Chuck Magee,$0 ,2%,2,$7.00 ,Office Supplies,Consumer,West,Supplies,,,
CA-2011-133851,6/9/2013,Chuck Magee,$11 ,46%,2,$23.00 ,Office Supplies,Consumer,West,Art,,,
CA-2011-132612,6/9/2013,Frank Olsen,$245 ,17%,7,"$1,441.00 ",Furniture,Consumer,South,Tables,,,
CA-2011-160262,6/9/2013,Thomas Seio,$5 ,26%,7,$18.00 ,Office Supplies,Corporate,West,Art,,,
CA-2011-160262,6/9/2013,Thomas Seio,$36 ,46%,3,$79.00 ,Office Supplies,Corporate,West,Paper,,,
CA-2011-160262,6/9/2013,Thomas Seio,$14 ,38%,2,$37.00 ,Furniture,Corporate,West,Furnishings,,,
CA-2011-144281,6/10/2013,Heather Kirkland,$241 ,49%,5,$492.00 ,Office Supplies,Corporate,Central,Labels,,,
CA-2011-114643,6/13/2013,Filia Mcadams,$5 ,33%,3,$15.00 ,Office Supplies,Corporate,West,Art,,,
CA-2011-140487,6/14/2013,Sharelle Roach,$57 ,27%,3,$213.00 ,Furniture,Home Office,Central,Bookcases,,,
US-2011-141215,6/15/2013,Kelly Lampkin,($19),-19%,2,$100.00 ,Furniture,Corporate,Central,Tables,,,
US-2011-141215,6/15/2013,Kelly Lampkin,($57),-7%,4,$798.00 ,Furniture,Corporate,Central,Chairs,,,
US-2011-141215,6/15/2013,Kelly Lampkin,($15),-170%,3,$9.00 ,Office Supplies,Corporate,Central,Binders,,,
CA-2011-126963,6/15/2013,Pamela Stobb,$12 ,33%,2,$37.00 ,Office Supplies,Consumer,Central,Paper,,,
CA-2011-136644,6/16/2013,Sonia Cooley,$32 ,5%,8,$648.00 ,Furniture,Consumer,Central,Chairs,,,
CA-2011-113929,6/16/2013,Chloris Kastensmidt,$19 ,47%,5,$41.00 ,Office Supplies,Consumer,East,Envelopes,,,
CA-2011-113929,6/16/2013,Chloris Kastensmidt,$11 ,30%,4,$35.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-113929,6/16/2013,Chloris Kastensmidt,$14 ,36%,3,$40.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-104402,6/17/2013,Duane Benoit,$31 ,47%,3,$66.00 ,Technology,Consumer,East,Machines,,,
CA-2011-144414,6/17/2013,Gary Hwang,$3 ,42%,3,$6.00 ,Furniture,Consumer,West,Furnishings,,,
CA-2011-144414,6/17/2013,Gary Hwang,$9 ,50%,5,$18.00 ,Office Supplies,Consumer,West,Fasteners,,,
CA-2011-144414,6/17/2013,Gary Hwang,"$1,062 ",33%,3,"$3,266.00 ",Office Supplies,Consumer,West,Binders,,,
CA-2011-156342,6/17/2013,Jennifer Ferguson,$22 ,36%,2,$62.00 ,Office Supplies,Consumer,Central,Paper,,,
CA-2011-123855,6/18/2013,Mick Crebagga,$12 ,9%,5,$140.00 ,Technology,Consumer,West,Phones,,,
CA-2011-166863,6/20/2013,Sam Craven,$20 ,10%,2,$202.00 ,Technology,Consumer,Central,Phones,,,
CA-2011-166863,6/20/2013,Sam Craven,($5),-150%,4,$3.00 ,Office Supplies,Consumer,Central,Binders,,,
CA-2011-166863,6/20/2013,Sam Craven,($20),-10%,4,$193.00 ,Furniture,Consumer,Central,Bookcases,,,
CA-2011-166863,6/20/2013,Sam Craven,$5 ,35%,3,$16.00 ,Office Supplies,Consumer,Central,Paper,,,
CA-2011-166863,6/20/2013,Sam Craven,$4 ,35%,2,$12.00 ,Office Supplies,Consumer,Central,Paper,,,
CA-2011-166863,6/20/2013,Sam Craven,($98),-23%,2,$419.00 ,Technology,Consumer,Central,Machines,,,
CA-2011-166863,6/20/2013,Sam Craven,($127),-25%,7,$509.00 ,Office Supplies,Consumer,Central,Storage,,,
US-2011-112949,6/20/2013,Corey-Lock,$156 ,33%,6,$472.00 ,Office Supplies,Consumer,Central,Appliances,,,
US-2011-112949,6/20/2013,Corey-Lock,$2 ,48%,2,$4.00 ,Office Supplies,Consumer,Central,Art,,,
US-2011-117135,6/21/2013,Naresj Patel,$15 ,14%,1,$104.00 ,Furniture,Consumer,South,Furnishings,,,
US-2011-117135,6/21/2013,Naresj Patel,$74 ,26%,1,$285.00 ,Technology,Consumer,South,Phones,,,
US-2011-117135,6/21/2013,Naresj Patel,$10 ,28%,3,$37.00 ,Office Supplies,Consumer,South,Storage,,,
CA-2011-128146,6/21/2013,Dave Brooks,$357 ,27%,7,"$1,323.00 ",Technology,Consumer,East,Phones,,,
CA-2011-128146,6/21/2013,Dave Brooks,$1 ,29%,2,$4.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-141278,6/21/2013,Raymond Messe,$6 ,29%,5,$21.00 ,Office Supplies,Consumer,East,Art,,,
US-2011-160780,6/21/2013,Stewart Visinsky,($8),-73%,7,$11.00 ,Office Supplies,Consumer,West,Binders,,,
US-2011-160780,6/21/2013,Stewart Visinsky,($17),-67%,2,$25.00 ,Office Supplies,Consumer,West,Binders,,,
CA-2011-138317,6/21/2013,Natalie Webber,$8 ,34%,4,$25.00 ,Office Supplies,Consumer,East,Envelopes,,,
CA-2011-138317,6/21/2013,Natalie Webber,$1 ,16%,1,$4.00 ,Furniture,Consumer,East,Furnishings,,,
CA-2011-138317,6/21/2013,Natalie Webber,$29 ,30%,4,$96.00 ,Technology,Consumer,East,Accessories,,,
CA-2011-138317,6/21/2013,Natalie Webber,($172),-83%,3,$207.00 ,Technology,Consumer,East,Machines,,,
CA-2011-138317,6/21/2013,Natalie Webber,$4 ,9%,2,$44.00 ,Office Supplies,Consumer,East,Appliances,,,
CA-2011-138317,6/21/2013,Natalie Webber,($7),-80%,2,$9.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-130624,6/21/2013,Toby Braunhardt,$9 ,46%,3,$20.00 ,Office Supplies,Consumer,East,Paper,,,
CA-2011-130624,6/21/2013,Toby Braunhardt,$161 ,26%,3,$618.00 ,Technology,Consumer,East,Phones,,,
CA-2011-130624,6/21/2013,Toby Braunhardt,$27 ,45%,3,$60.00 ,Office Supplies,Consumer,East,Appliances,,,
CA-2011-141796,6/21/2013,James Galang,$352 ,29%,3,"$1,215.00 ",Technology,Consumer,East,Phones,,,
CA-2011-142048,6/22/2013,Joel Eaton,$57 ,29%,6,$197.00 ,Technology,Consumer,West,Accessories,,,
CA-2011-124646,6/22/2013,Dianna Vittorini,$0 ,0%,3,$502.00 ,Office Supplies,Consumer,Central,Storage,,,
CA-2011-124646,6/22/2013,Dianna Vittorini,$10 ,6%,3,$162.00 ,Office Supplies,Consumer,Central,Storage,,,
CA-2011-154963,6/22/2013,Anna Andreadi,($5),-3%,3,$170.00 ,Furniture,Consumer,East,Chairs,,,
CA-2011-154963,6/22/2013,Anna Andreadi,($15),-18%,3,$83.00 ,Technology,Consumer,East,Phones,,,
CA-2011-154963,6/22/2013,Anna Andreadi,$0 ,0%,5,$854.00 ,Furniture,Consumer,East,Chairs,,,
CA-2011-133389,6/22/2013,Toby Braunhardt,($6),-73%,3,$8.00 ,Office Supplies,Consumer,West,Binders,,,
CA-2011-126032,6/23/2013,Brian Stugart,$1 ,1%,3,$86.00 ,Technology,Consumer,East,Accessories,,,
US-2011-130358,6/23/2013,Denise Leinenbach,$2 ,9%,9,$20.00 ,Office Supplies,Consumer,South,Art,,,
US-2011-130358,6/23/2013,Denise Leinenbach,$0 ,11%,1,$3.00 ,Office Supplies,Consumer,South,Supplies,,,
CA-2011-159814,6/24/2013,Liz Pelletier,$1 ,23%,2,$4.00 ,Furniture,Consumer,West,Furnishings,,,
CA-2011-159338,6/25/2013,Noel Staavos,$11 ,2%,5,$448.00 ,Furniture,Corporate,West,Tables,,,
CA-2011-164469,6/25/2013,Grace Kelly,$20 ,8%,5,$264.00 ,Technology,Corporate,West,Phones,,,
CA-2011-164469,6/25/2013,Grace Kelly,$18 ,25%,11,$72.00 ,Office Supplies,Corporate,West,Art,,,
CA-2011-164469,6/25/2013,Grace Kelly,$1 ,9%,1,$9.00 ,Office Supplies,Corporate,West,Art,,,
CA-2011-104283,6/27/2013,Liz Mackendrick,$0 ,0%,5,$306.00 ,Office Supplies,Consumer,South,Storage,,,
CA-2011-104283,6/27/2013,Liz Mackendrick,$22 ,26%,1,$86.00 ,Furniture,Consumer,South,Tables,,,
CA-2011-104283,6/27/2013,Liz Mackendrick,$54 ,24%,4,$224.00 ,Technology,Consumer,South,Accessories,,,
CA-2011-140858,6/28/2013,Cynthia Arntzen,$15 ,35%,8,$41.00 ,Office Supplies,Consumer,East,Paper,,,
CA-2011-140858,6/28/2013,Cynthia Arntzen,($2),-77%,3,$3.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-140858,6/28/2013,Cynthia Arntzen,$0 ,0%,5,"$1,228.00 ",Furniture,Consumer,East,Chairs,,,
CA-2011-140858,6/28/2013,Cynthia Arntzen,($23),-73%,3,$31.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-140858,6/28/2013,Cynthia Arntzen,$117 ,35%,4,$336.00 ,Office Supplies,Consumer,East,Paper,,,
CA-2011-156993,6/28/2013,Rob Williams,$3 ,50%,1,$6.00 ,Office Supplies,Corporate,Central,Fasteners,,,
CA-2011-165974,6/29/2013,Dan Lawera,$4 ,11%,7,$33.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-111773,6/29/2013,Jim Karlsson,$5 ,35%,3,$14.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-146640,6/30/2013,Helen Abelman,$109 ,33%,7,$335.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-123064,6/30/2013,Russell Applegate,$2 ,31%,4,$5.00 ,Office Supplies,Consumer,Central,Art,,,
CA-2011-109218,6/30/2013,Anthony Rawles,$10 ,32%,5,$32.00 ,Office Supplies,Corporate,West,Art,,,
CA-2011-116757,6/30/2013,Michael Stewart,$9 ,35%,5,$26.00 ,Office Supplies,Corporate,Central,Paper,,,
CA-2011-116757,6/30/2013,Michael Stewart,$7 ,34%,6,$21.00 ,Office Supplies,Corporate,Central,Fasteners,,,
US-2011-121566,6/30/2013,Cari Schnelling,$1 ,31%,1,$3.00 ,Office Supplies,Consumer,East,Binders,,,
US-2011-121566,6/30/2013,Cari Schnelling,$3 ,44%,3,$7.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-152254,6/30/2013,Brian Decherney,$109 ,35%,7,$311.00 ,Office Supplies,Consumer,South,Paper,,,
CA-2011-153150,7/1/2013,Dorris Liebe,$7 ,35%,5,$20.00 ,Office Supplies,Corporate,West,Binders,,,
CA-2011-160773,7/1/2013,Laurel Workman,$72 ,13%,2,$576.00 ,Technology,Corporate,South,Phones,,,
CA-2011-160773,7/1/2013,Laurel Workman,($4),-70%,6,$5.00 ,Office Supplies,Corporate,South,Binders,,,
CA-2011-107594,7/2/2013,Eric Hoffmann,$20 ,27%,2,$74.00 ,Technology,Consumer,East,Phones,,,
CA-2011-107594,7/2/2013,Eric Hoffmann,$2 ,39%,1,$6.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-120096,7/4/2013,Katrina Edelman,$62 ,35%,4,$178.00 ,Office Supplies,Corporate,West,Paper,,,
CA-2011-120096,7/4/2013,Katrina Edelman,$3 ,10%,2,$32.00 ,Office Supplies,Corporate,West,Appliances,,,
CA-2011-138709,7/4/2013,Maxwell Schwartz,$11 ,50%,3,$22.00 ,Office Supplies,Consumer,South,Paper,,,
CA-2011-138709,7/4/2013,Maxwell Schwartz,$8 ,49%,5,$16.00 ,Office Supplies,Consumer,South,Binders,,,
CA-2011-157784,7/5/2013,Michael Chen,$163 ,34%,3,$480.00 ,Technology,Consumer,South,Accessories,,,
CA-2011-157784,7/5/2013,Michael Chen,$7 ,47%,2,$15.00 ,Office Supplies,Consumer,South,Labels,,,
CA-2011-157784,7/5/2013,Michael Chen,$9 ,48%,3,$19.00 ,Office Supplies,Consumer,South,Paper,,,
US-2011-160444,7/5/2013,Dan Campbell,($44),-20%,3,$221.00 ,Office Supplies,Consumer,Central,Storage,,,
US-2011-160444,7/5/2013,Dan Campbell,($35),-13%,11,$281.00 ,Office Supplies,Consumer,Central,Storage,,,
CA-2011-107139,7/5/2013,Dennis Pardue,$68 ,38%,6,$181.00 ,Office Supplies,Home Office,West,Binders,,,
CA-2011-152849,7/5/2013,David Wiener,$0 ,9%,3,$4.00 ,Office Supplies,Corporate,South,Art,,,
CA-2011-103317,7/5/2013,Don Miller,$5 ,28%,2,$20.00 ,Furniture,Corporate,South,Furnishings,,,
CA-2011-103317,7/5/2013,Don Miller,($7),-70%,5,$10.00 ,Office Supplies,Corporate,South,Binders,,,
CA-2011-103317,7/5/2013,Don Miller,$16 ,8%,3,$213.00 ,Furniture,Corporate,South,Furnishings,,,
CA-2011-134278,7/6/2013,Emily Phan,$175 ,31%,1,$560.00 ,Technology,Consumer,East,Copiers,,,
CA-2011-147543,7/6/2013,Becky Castell,$48 ,10%,2,$478.00 ,Furniture,Home Office,West,Chairs,,,
US-2011-138758,7/7/2013,John Lee,($47),-27%,2,$172.00 ,Furniture,Consumer,East,Chairs,,,
US-2011-138758,7/7/2013,John Lee,$12 ,18%,2,$69.00 ,Furniture,Consumer,East,Furnishings,,,
CA-2011-150301,7/8/2013,Michelle Huthwaite,$11 ,17%,1,$64.00 ,Furniture,Consumer,East,Chairs,,,
CA-2011-100090,7/8/2013,Ed Braxton,($88),-18%,3,$502.00 ,Furniture,Corporate,West,Tables,,,
CA-2011-100090,7/8/2013,Ed Braxton,$69 ,35%,6,$197.00 ,Office Supplies,Corporate,West,Binders,,,
CA-2011-165379,7/9/2013,Brian Moss,$4 ,35%,2,$10.00 ,Office Supplies,Corporate,Central,Paper,,,
CA-2011-165379,7/9/2013,Brian Moss,$4 ,31%,3,$14.00 ,Office Supplies,Corporate,Central,Paper,,,
CA-2011-114125,7/9/2013,Gary Hansen,$1 ,49%,1,$3.00 ,Office Supplies,Home Office,West,Labels,,,
CA-2011-114125,7/9/2013,Gary Hansen,$14 ,34%,6,$42.00 ,Office Supplies,Home Office,West,Binders,,,
CA-2011-114125,7/9/2013,Gary Hansen,$4 ,17%,4,$24.00 ,Office Supplies,Home Office,West,Storage,,,
CA-2011-113271,7/9/2013,Darrin Sayre,$5 ,33%,6,$14.00 ,Office Supplies,Home Office,West,Binders,,,
CA-2011-113271,7/9/2013,Darrin Sayre,$7 ,6%,1,$120.00 ,Furniture,Home Office,West,Bookcases,,,
CA-2011-113271,7/9/2013,Darrin Sayre,$2 ,40%,2,$6.00 ,Office Supplies,Home Office,West,Art,,,
CA-2011-113271,7/9/2013,Darrin Sayre,$16 ,48%,5,$32.00 ,Office Supplies,Home Office,West,Paper,,,
CA-2011-163552,7/11/2013,Laura Armstrong,$83 ,47%,5,$177.00 ,Office Supplies,Corporate,East,Paper,,,
CA-2011-163552,7/11/2013,Laura Armstrong,$57 ,29%,3,$198.00 ,Technology,Corporate,East,Phones,,,
CA-2011-163552,7/11/2013,Laura Armstrong,$214 ,25%,3,$855.00 ,Furniture,Corporate,East,Chairs,,,
CA-2011-163552,7/11/2013,Laura Armstrong,$52 ,42%,9,$124.00 ,Furniture,Corporate,East,Furnishings,,,
CA-2011-163552,7/11/2013,Laura Armstrong,$7 ,49%,5,$14.00 ,Office Supplies,Corporate,East,Labels,,,
CA-2011-123225,7/11/2013,Michael Nguyen,$43 ,8%,4,$576.00 ,Technology,Consumer,Central,Phones,,,
CA-2011-123225,7/11/2013,Michael Nguyen,$4 ,35%,2,$10.00 ,Office Supplies,Consumer,Central,Paper,,,
CA-2011-133305,7/11/2013,Mark Hamilton,$23 ,47%,4,$49.00 ,Office Supplies,Consumer,East,Paper,,,
CA-2011-133305,7/11/2013,Mark Hamilton,$6 ,35%,5,$18.00 ,Office Supplies,Consumer,East,Binders,,,
CA-2011-166555,7/11/2013,Jamie Kunitz,$48 ,29%,3,$165.00 ,Technology,Consumer,East,Phones,,,
CA-2011-129924,7/12/2013,Alyssa Crouse,$3 ,36%,2,$8.00 ,Office Supplies,Corporate,West,Binders,,,
CA-2011-129924,7/12/2013,Alyssa Crouse,($17),-3%,3,$698.00 ,Furniture,Corporate,West,Tables,,,
CA-2011-110184,7/12/2013,Ben Ferrer,$45 ,18%,9,$250.00 ,Office Supplies,Home Office,West,Storage,,,
CA-2011-110184,7/12/2013,Ben Ferrer,$29 ,11%,8,$256.00 ,Technology,Home Office,West,Phones,,,
CA-2011-131310,7/12/2013,Clay Ludtke,$14 ,11%,4,$123.00 ,Furniture,Consumer,West,Chairs,,,
CA-2011-131310,7/12/2013,Clay Ludtke,$4 ,34%,4,$11.00 ,Office Supplies,Consumer,West,Binders,,,
CA-2011-124807,7/12/2013,Max Engle,$13 ,36%,9,$36.00 ,Office Supplies,Consumer,Central,Paper,,,
CA-2011-124807,7/12/2013,Max Engle,$3 ,14%,4,$24.00 ,Technology,Consumer,Central,Accessories,,,
CA-2011-161508,7/12/2013,Paul Van Hugh,($15),-3%,3,$512.00 ,Furniture,Home Office,Central,Chairs,,,
CA-2011-161508,7/12/2013,Paul Van Hugh,$1 ,16%,2,$3.00 ,Office Supplies,Home Office,Central,Fasteners,,,
CA-2011-161508,7/12/2013,Paul Van Hugh,$4 ,18%,7,$22.00 ,Office Supplies,Home Office,Central,Art,,,
CA-2011-161508,7/12/2013,Paul Van Hugh,$6 ,35%,3,$16.00 ,Office Supplies,Home Office,Central,Paper,,,
US-2011-165862,7/13/2013,Grace Kelly,$4 ,1%,3,$351.00 ,Furniture,Corporate,West,Tables,,,
US-2011-103905,7/14/2013,Arthur Wiediger,($46),-155%,7,$30.00 ,Office Supplies,Home Office,Central,Binders,,,
US-2011-103905,7/14/2013,Arthur Wiediger,$4 ,10%,4,$38.00 ,Technology,Home Office,Central,Phones,,,
US-2011-150532,7/14/2013,Philip Brown,$6 ,11%,5,$56.00 ,Office Supplies,Consumer,West,Storage,,,
CA-2011-164182,7/14/2013,Shui Tom,($2),-17%,1,$13.00 ,Technology,Consumer,East,Phones,,,
CA-2011-164182,7/14/2013,Shui Tom,($14),-58%,2,$24.00 ,Technology,Consumer,East,Phones,,,
CA-2011-164182,7/14/2013,Shui Tom,$1 ,4%,2,$32.00 ,Furniture,Consumer,East,Furnishings,,,
CA-2011-164182,7/14/2013,Shui Tom,$5 ,11%,2,$42.00 ,Office Supplies,Consumer,East,Art,,,
CA-2011-124464,7/14/2013,Shirley Schmidt,$11 ,28%,1,$39.00 ,Office Supplies,Home Office,East,Appliances,,,
CA-2011-109904,7/14/2013,Barbara Fisher,$4 ,25%,3,$18.00 ,Office Supplies,Corporate,East,Art,,,
